detector,scope_type,scope_id,transition,definition,delta_tp,delta_tn,delta_fp,delta_fn,delta_macro_f1,delta_occupied_precision,delta_occupied_recall,delta_occupied_f1,delta_vacant_precision,delta_vacant_recall,delta_vacant_f1,delta_accuracy,delta_balanced_accuracy,delta_false_free_rate,delta_false_occupied_rate,delta_occupied_count_mae,delta_occupied_count_rmse,delta_occupied_count_mean_signed_error
D1,sequence,gopro9,R1_to_R2,signed_absolute_change_target_minus_source,-1.0,-86.0,86.0,1.0,-0.13827004524853126,-0.365,-0.016393442622950838,-0.20078782071755558,-0.01092735586566873,-0.13607594936708856,-0.075752269779507,-0.1255411255411255,-0.07623469599501975,0.016393442622950838,0.1360759493670886,1.4848484848484846,1.5986576616022092,2.5757575757575757
D1,slot,slot_00,R0_to_R1,signed_absolute_change_target_minus_source,4.0,0.0,0.0,-4.0,0.5026737967914439,1.0,1.0,1.0,0.010638297872340385,0.0,0.005347593582887722,0.010638297872340385,0.5,-1.0,0.0,-0.010638297872340425,-0.10314212462587934,0.010638297872340425
D1,slot,slot_00,R1_to_R2,signed_absolute_change_target_minus_source,-1.0,-12.0,12.0,1.0,-0.35097293027931353,-0.8,-0.25,-0.6842105263157894,-0.0027700831024930483,-0.032258064516129004,-0.017735334242837575,-0.034574468085106336,-0.1411290322580645,0.25,0.03225806451612903,0.034574468085106384,0.1859421094994525,0.02925531914893617
D1,slot,slot_01,R0_to_R1,signed_absolute_change_target_minus_source,0.0,-7.0,7.0,0.0,-0.1109284781051123,-0.35,0.0,-0.21212121212121204,0.0,-0.019283746556473802,-0.009735744089012566,-0.018617021276595702,-0.009641873278236845,0.0,0.01928374655647383,0.018617021276595744,0.13644420572745383,0.018617021276595744
D1,slot,slot_01,R1_to_R2,signed_absolute_change_target_minus_source,0.0,-27.0,27.0,0.0,-0.19697132921666038,-0.37340425531914895,0.0,-0.3545454545454546,0.0,-0.07438016528925617,-0.03939720388786605,-0.07180851063829796,-0.037190082644628086,0.0,0.0743801652892562,0.07180851063829788,0.1642641777853668,0.07180851063829788
D1,slot,slot_02,R0_to_R1,signed_absolute_change_target_minus_source,20.0,0.0,0.0,-20.0,0.12869660460021914,0.0,0.37037037037037035,0.2272727272727273,0.05847953216374269,0.0,0.030120481927710885,0.05319148936170215,0.18518518518518512,-0.37037037037037035,0.0,-0.05319148936170213,-0.23063280200722128,0.05319148936170213
D1,slot,slot_02,R1_to_R2,signed_absolute_change_target_minus_source,-1.0,-20.0,20.0,1.0,-0.09947716535433071,-0.273972602739726,-0.01851851851851849,-0.16535433070866146,-0.0033003300330033403,-0.06211180124223603,-0.03359999999999996,-0.05585106382978722,-0.04031515988037726,0.018518518518518517,0.062111801242236024,0.05585106382978723,0.23632829671833044,0.05053191489361702
D1,slot,slot_03,R0_to_R1,signed_absolute_change_target_minus_source,16.0,-4.0,4.0,-16.0,0.229953314659197,0.8,0.3076923076923077,0.4444444444444444,0.03717427683480756,-0.012345679012345734,0.01546218487394957,0.03191489361702127,0.147673314339981,-0.3076923076923077,0.012345679012345678,-0.03191489361702128,-0.0457201824721839,0.053191489361702135
D1,slot,slot_03,R1_to_R2,signed_absolute_change_target_minus_source,6.0,-9.0,9.0,-6.0,0.027732278634381657,-0.17142857142857149,0.11538461538461536,0.06130268199233713,0.013147055916175154,-0.02777777777777768,-0.005838124723573701,-0.007978723404255317,0.04380341880341887,-0.11538461538461542,0.027777777777777776,0.007978723404255317,0.012010034223328525,0.03989361702127659
D1,slot,slot_04,R0_to_R1,signed_absolute_change_target_minus_source,8.0,-16.0,16.0,-8.0,0.10402554961378485,0.3333333333333333,0.16666666666666666,0.2222222222222222,0.014023210831721422,-0.04878048780487809,-0.014171122994652507,-0.021276595744680882,0.058943089430894324,-0.16666666666666663,0.04878048780487805,0.021276595744680854,0.028627691988731663,0.06382978723404255
D1,slot,slot_04,R1_to_R2,signed_absolute_change_target_minus_source,7.0,-4.0,4.0,-7.0,0.07117689080422629,0.09523809523809523,0.14583333333333334,0.1392235609103079,0.016862170087976525,-0.012195121951219523,0.0031302206981446146,0.007978723404255317,0.06681910569105687,-0.14583333333333337,0.01219512195121951,-0.007978723404255317,-0.010479491748845937,0.029255319148936164
D1,slot,slot_05,R0_to_R1,signed_absolute_change_target_minus_source,41.0,0.0,0.0,-41.0,0.5111775119419353,1.0,0.9318181818181818,0.9647058823529412,0.10806605271514769,0.0,0.05764914153092948,0.10904255319148937,0.46590909090909083,-0.9318181818181819,0.0,-0.10904255319148937,-0.25276002733780556,0.10904255319148937
D1,slot,slot_05,R1_to_R2,signed_absolute_change_target_minus_source,-3.0,-11.0,11.0,3.0,-0.08440024588086614,-0.22448979591836737,-0.06818181818181812,-0.14750158127767243,-0.009393399972614014,-0.033132530120481896,-0.021298910484060074,-0.037234042553191515,-0.0506571741511499,0.06818181818181818,0.03313253012048193,0.037234042553191495,0.12330923701524843,0.02127659574468085
D1,slot,slot_06,R0_to_R1,signed_absolute_change_target_minus_source,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D1,slot,slot_06,R1_to_R2,signed_absolute_change_target_minus_source,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D1,slot,slot_07,R0_to_R1,signed_absolute_change_target_minus_source,0.0,-1.0,1.0,0.0,-0.014983064355449272,-0.05555555555555558,0.0,-0.02857142857142858,0.0,-0.0027855153203342198,-0.001394700139469962,-0.0026595744680850686,-0.0013927576601671099,0.0,0.002785515320334262,0.0026595744680851063,0.05157106231293967,0.0026595744680851063
D1,slot,slot_07,R1_to_R2,signed_absolute_change_target_minus_source,0.0,-13.0,13.0,0.0,-0.14079345079606587,-0.3960573476702509,0.0,-0.26309523809523816,0.0,-0.03621169916434541,-0.018491663496893684,-0.03457446808510645,-0.01810584958217265,0.0,0.036211699164345405,0.034574468085106384,0.14139018393405026,0.034574468085106384
D1,slot,slot_08,R0_to_R1,signed_absolute_change_target_minus_source,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D1,slot,slot_08,R1_to_R2,signed_absolute_change_target_minus_source,0.0,-4.0,4.0,0.0,-0.25268817204301075,-0.6666666666666667,0.0,-0.5,0.0,-0.010695187165775444,-0.005376344086021501,-0.010638297872340385,-0.005347593582887722,0.0,0.0106951871657754,0.010638297872340425,0.10314212462587934,0.010638297872340425
D1,slot,slot_09,R0_to_R1,signed_absolute_change_target_minus_source,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D1,slot,slot_09,R1_to_R2,signed_absolute_change_target_minus_source,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D1,slot,slot_10,R0_to_R1,signed_absolute_change_target_minus_source,14.0,-2.0,2.0,-14.0,0.39696349889591015,0.875,0.7,0.7777777777777777,0.03652482269503543,-0.005617977528089901,0.01614922001404273,0.03191489361702127,0.3471910112359551,-0.7,0.0056179775280898875,-0.03191489361702128,-0.08476781050932672,0.0425531914893617
D1,slot,slot_10,R1_to_R2,signed_absolute_change_target_minus_source,4.0,-8.0,8.0,-4.0,-0.016825023982845133,-0.2321428571428571,0.20000000000000007,-0.02777777777777768,0.01091954022988506,-0.022471910112359494,-0.005872270187912698,-0.010638297872340385,0.08876404494382029,-0.19999999999999998,0.02247191011235955,0.010638297872340424,0.03278240875472954,0.031914893617021274
D1,slot,slot_11,R0_to_R1,signed_absolute_change_target_minus_source,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D1,slot,slot_11,R1_to_R2,signed_absolute_change_target_minus_source,22.0,-15.0,15.0,-22.0,0.14733443438447358,0.11633281972265025,0.3283582089552239,0.28981630105225614,0.050277139139888516,-0.04854368932038833,0.00485256771669107,0.018617021276595702,0.1399072598174178,-0.32835820895522383,0.048543689320388356,-0.018617021276595758,-0.021976996507123148,0.09840425531914894
D1,slot,slot_12,R0_to_R1,signed_absolute_change_target_minus_source,1.0,0.0,0.0,-1.0,0.009119935752037511,0.014066496163682864,0.021276595744680847,0.016941529235382308,0.0027814205338635434,0.0,0.0012983422686927426,0.0026595744680851796,0.010638297872340441,-0.021276595744680882,0.0,-0.002659574468085124,-0.002452991562471585,0.0026595744680851102
D1,slot,slot_12,R1_to_R2,signed_absolute_change_target_minus_source,12.0,-32.0,32.0,-12.0,0.04456862115856908,0.0892651019622932,0.25531914893617025,0.13577586206896555,0.021649471767751116,-0.09726443768996962,-0.04663861975182737,-0.05319148936170215,0.07902735562310037,-0.25531914893617025,0.09726443768996959,0.05319148936170215,0.04711871432124759,0.11702127659574468
D1,slot,slot_13,R0_to_R1,signed_absolute_change_target_minus_source,0.0,-4.0,4.0,0.0,-0.007902813580073942,-0.028409090909090884,0.0,-0.008620689655172431,-0.0020937408169262595,-0.013157894736842035,-0.007184937504975619,-0.010638297872340496,-0.006578947368421018,0.0,0.013157894736842105,0.010638297872340441,0.01099569749244289,0.010638297872340427
D1,slot,slot_13,R1_to_R2,signed_absolute_change_target_minus_source,0.0,-90.0,90.0,0.0,-0.14842055744246418,-0.20380434782608697,0.0,-0.10714285714285715,-0.06571531051444968,-0.29605263157894735,-0.18969825774207116,-0.2393617021276595,-0.14802631578947362,0.0,0.29605263157894735,0.2393617021276596,0.2026523512315822,0.23936170212765956
D1,slot,slot_14,R0_to_R1,signed_absolute_change_target_minus_source,3.0,0.0,0.0,-3.0,0.036583621264472344,0.01851851851851849,0.13043478260869568,0.06893617021276599,0.008522727272727293,0.0,0.004231072316178697,0.007978723404255317,0.06521739130434778,-0.13043478260869565,0.0,-0.007978723404255319,-0.033302081101574496,0.007978723404255319
D1,slot,slot_14,R1_to_R2,signed_absolute_change_target_minus_source,-1.0,-6.0,6.0,1.0,-0.06504195841355098,-0.16435185185185186,-0.04347826086956519,-0.12,-0.0029069767441860517,-0.016997167138810165,-0.010083916827101858,-0.018617021276595813,-0.030237714004187732,0.043478260869565216,0.0169971671388102,0.018617021276595744,0.06789973910617945,0.013297872340425532
D1,slot,slot_15,R0_to_R1,signed_absolute_change_target_minus_source,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D1,slot,slot_15,R1_to_R2,signed_absolute_change_target_minus_source,0.0,-8.0,8.0,0.0,-0.025582340202480403,-0.47058823529411764,0.0,-0.03886639676113357,-0.0023680675202841783,-0.024390243902439046,-0.012298283643827346,-0.021276595744680882,-0.012195121951219523,0.0,0.024390243902439025,0.021276595744680854,0.03149220967368649,0.021276595744680854
D1,slot,slot_16,R0_to_R1,signed_absolute_change_target_minus_source,25.0,0.0,0.0,-25.0,0.1455474480809802,0.0,0.27472527472527475,0.25370804059328655,0.06453804347826086,0.0,0.03738685556867383,0.0664893617021276,0.13736263736263732,-0.2747252747252747,0.0,-0.06648936170212767,-0.09436921182592767,0.06648936170212767
