detector,scope_type,scope_id,transition,definition,delta_tp,delta_tn,delta_fp,delta_fn,delta_macro_f1,delta_occupied_precision,delta_occupied_recall,delta_occupied_f1,delta_vacant_precision,delta_vacant_recall,delta_vacant_f1,delta_accuracy,delta_balanced_accuracy,delta_false_free_rate,delta_false_occupied_rate,delta_occupied_count_mae,delta_occupied_count_rmse,delta_occupied_count_mean_signed_error
D1,sequence,gopro23,R0_to_R1,signed_absolute_change_target_minus_source,29.0,0.0,0.0,-29.0,0.11243158116471275,0.1851063829787234,0.1933333333333333,0.20895920701486845,0.029275718406153173,0.0,0.015903955314557128,0.030687830687830653,0.09666666666666668,-0.19333333333333336,0.0,-0.5999999999999999,-0.7065315716930309,0.6444444444444444
D1,sequence,gopro23,R1_to_R2,signed_absolute_change_target_minus_source,17.0,-46.0,46.0,-17.0,-0.0016619330660107012,-0.12650765686407373,0.11333333333333334,0.01823570246168632,0.01264860092933362,-0.05786163522012577,-0.02155956859370789,-0.030687830687830653,0.027735849056603756,-0.11333333333333329,0.05786163522012579,0.28888888888888875,0.07848214583538504,1.4
D1,sequence,gopro24,R0_to_R1,signed_absolute_change_target_minus_source,12.0,0.0,0.0,-12.0,0.06588887316518088,0.11508282476024412,0.1188118811881188,0.12199824715162139,0.018428918836761565,0.0,0.009779499178740436,0.01904761904761898,0.05940594059405935,-0.1188118811881188,0.0,-0.33333333333333337,-0.2287309760092977,0.4
D1,sequence,gopro24,R1_to_R2,signed_absolute_change_target_minus_source,31.0,-46.0,46.0,-31.0,0.0591461853558628,-0.0014318954716305843,0.3069306930693069,0.14126984126984127,0.04419053483726587,-0.08695652173913038,-0.02297747055811572,-0.023809523809523836,0.1099870856650883,-0.30693069306930687,0.08695652173913042,0.7000000000000001,0.6824972909116931,2.566666666666667
D1,sequence,gopro25,R0_to_R1,signed_absolute_change_target_minus_source,0.0,-1.0,1.0,0.0,-0.007677075399847688,-0.023809523809523808,0.0,-0.0030769230769230743,-0.005639097744360888,-0.022727272727272707,-0.012277227722772288,-0.015873015873015817,-0.011363636363636354,0.0,0.02272727272727272,-0.33333333333333304,-0.358898943540674,0.33333333333333304
D1,sequence,gopro25,R1_to_R2,signed_absolute_change_target_minus_source,0.0,-1.0,1.0,0.0,-0.007687127687127648,-0.01785714285714285,0.0,-0.0028490028490028574,-0.005844155844155874,-0.022727272727272707,-0.012525252525252495,-0.015873015873015928,-0.011363636363636354,0.0,0.022727272727272735,-0.3333333333333335,-0.2140611027998176,0.3333333333333335
D1,sequence,gopro26,R0_to_R1,signed_absolute_change_target_minus_source,2.0,0.0,0.0,-2.0,0.02444004016034973,0.005555555555555536,0.04999999999999999,0.04712643678160933,0.0033790462070669713,0.0,0.0017536435390899108,0.003401360544217691,0.025000000000000022,-0.04999999999999993,0.0,-0.0714285714285714,-0.1649647450214351,0.0714285714285714
D1,sequence,gopro26,R1_to_R2,signed_absolute_change_target_minus_source,-1.0,-14.0,14.0,1.0,-0.07700713217980448,-0.40454545454545454,-0.024999999999999967,-0.14018264840182654,-0.0026678086537241796,-0.025547445255474477,-0.013831615957782262,-0.025510204081632626,-0.025273722627737194,0.025000000000000022,0.025547445255474453,-0.1071428571428572,-0.05508881747693195,0.4642857142857143
D1,sequence,gopro30,R0_to_R1,signed_absolute_change_target_minus_source,1.0,0.0,0.0,-1.0,0.3393556157783799,1.0,0.5,0.6666666666666666,0.023228803716608626,0.0,0.012044564890093312,0.023809523809523836,0.25,-0.5,0.0,-0.5,-0.7071067811865476,0.5
D1,sequence,gopro30,R1_to_R2,signed_absolute_change_target_minus_source,-1.0,0.0,0.0,1.0,-0.3393556157783799,-1.0,-0.5,-0.6666666666666666,-0.023228803716608626,0.0,-0.012044564890093312,-0.023809523809523836,-0.25,0.5,0.0,0.5,0.7071067811865476,-0.5
D1,sequence,gopro33,R0_to_R1,signed_absolute_change_target_minus_source,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D1,sequence,gopro33,R1_to_R2,signed_absolute_change_target_minus_source,0.0,-5.0,5.0,0.0,-0.00417304214772557,0.0,0.0,0.0,-0.0014648795136599224,-0.016447368421052655,-0.00834608429545114,-0.014880952380952439,-0.008223684210526327,0.0,0.01644736842105263,-0.3125,-0.19573722659621584,0.3125
D1,sequence,gopro34,R0_to_R1,signed_absolute_change_target_minus_source,5.0,0.0,0.0,-5.0,0.08687946724458001,0.31746031746031744,0.11363636363636362,0.16916070266753416,0.00864591646714552,0.0,0.004598231821625887,0.009157509157509125,0.05681818181818177,-0.11363636363636365,0.0,-0.1923076923076923,-0.3066985392574506,0.1923076923076925
D1,sequence,gopro34,R1_to_R2,signed_absolute_change_target_minus_source,8.0,-41.0,41.0,-8.0,0.00953503652369403,-0.20634920634920634,0.18181818181818182,0.05478569126651625,0.009316770186335366,-0.0816733067729084,-0.035715618219128276,-0.06043956043956045,0.05007243752263679,-0.18181818181818188,0.08167330677290836,0.11538461538461542,0.3289047751076217,1.8846153846153846
D1,sequence,gopro36,R0_to_R1,signed_absolute_change_target_minus_source,0.0,-2.0,2.0,0.0,-0.09682860998650478,-0.2666666666666666,0.0,-0.16666666666666663,-0.001386001386001312,-0.05128205128205121,-0.026990553306342813,-0.04761904761904756,-0.02564102564102555,0.0,0.05128205128205129,1.0,1.0,1.0
D1,sequence,gopro36,R1_to_R2,signed_absolute_change_target_minus_source,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41421356237309515,0.0
D1,sequence,gopro4,R0_to_R1,signed_absolute_change_target_minus_source,16.0,-16.0,16.0,-16.0,0.19111389001547174,0.2916666666666667,0.5,0.3833333333333333,0.02553859195065422,-0.02772963604852685,-0.0011055533023898167,0.0,0.23613518197573657,-0.5,0.02772963604852686,0.0,0.0,1.103448275862069
D1,sequence,gopro4,R1_to_R2,signed_absolute_change_target_minus_source,-1.0,-19.0,19.0,1.0,-0.058488083282522196,-0.11174242424242425,-0.03125,-0.098469387755102,-0.0027279621039777435,-0.032928942807625705,-0.018506778809942337,-0.03284072249589487,-0.03208947140381291,0.03125,0.03292894280762566,0.6896551724137931,0.8546303468642711,0.6206896551724137
D1,sequence,gopro46,R0_to_R1,signed_absolute_change_target_minus_source,0.0,-4.0,4.0,0.0,-0.009274776161826592,-0.2666666666666666,0.0,-0.015151515151515166,-0.0003515301902398127,-0.006756756756756688,-0.0033980371721381575,-0.006349206349206327,-0.0033783783783783994,0.0,0.006756756756756757,-0.1333333333333333,-0.05925542336891931,0.1333333333333333
D1,sequence,gopro46,R1_to_R2,signed_absolute_change_target_minus_source,0.0,-31.0,31.0,0.0,-0.04625804357946817,-0.30243902439024395,0.0,-0.06540084388185653,-0.0028862478777589295,-0.05236486486486491,-0.027115243277079704,-0.049206349206349254,-0.026182432432432456,0.0,0.052364864864864864,-0.43333333333333335,-0.3883383338237846,1.0333333333333334
D1,sequence,gopro5,R0_to_R1,signed_absolute_change_target_minus_source,19.0,0.0,0.0,-19.0,0.16390229982056248,0.0,0.31147540983606553,0.3135822510822511,0.026956041538523712,0.0,0.014222348558873832,0.02741702741702745,0.15573770491803274,-0.31147540983606564,0.0,-0.5757575757575757,-0.9889903430797884,0.5757575757575757
D1,sequence,gopro5,R1_to_R2,signed_absolute_change_target_minus_source,-2.0,-17.0,17.0,2.0,-0.07485557547972055,-0.33999999999999997,-0.032786885245901565,-0.134572072072072,-0.004032200882073456,-0.026898734177215222,-0.015139078887368984,-0.02741702741702745,-0.029842809711558393,0.032786885245901676,0.02689873417721519,0.21212121212121215,0.17565318110446038,0.45454545454545453
D1,sequence,gopro8,R0_to_R1,signed_absolute_change_target_minus_source,16.0,0.0,0.0,-16.0,0.1520518900793888,0.0,0.33333333333333337,0.2838137472283814,0.038357435619828295,0.0,0.020290032930396218,0.03809523809523807,0.16666666666666674,-0.3333333333333333,0.0,-0.8,-0.8662786100585644,0.8
D1,sequence,gopro8,R1_to_R2,signed_absolute_change_target_minus_source,-1.0,-7.0,7.0,1.0,-0.04502697741988926,-0.17500000000000004,-0.02083333333333337,-0.07926829268292679,-0.003204254158712838,-0.018817204301075252,-0.010785662156851838,-0.01904761904761909,-0.019825268817204367,0.020833333333333315,0.01881720430107527,-0.09999999999999998,0.0,0.29999999999999993
D1,sequence,gopro9,R0_to_R1,signed_absolute_change_target_minus_source,12.0,-6.0,6.0,-12.0,0.10147229921774159,0.1159090909090909,0.19672131147540983,0.19897411427889777,0.016240531491705124,-0.009493670886076,0.003970484156585519,0.008658008658008587,0.09361382029466692,-0.19672131147540983,0.009493670886075951,-0.48484848484848486,-0.7539078689428149,0.5454545454545455
