detector,method_id,component,pipeline,prediction_field,scope_type,scope_id,samples,frames,truth_occupied,truth_vacant,tp,tn,fp,fn,macro_f1,occupied_precision,occupied_recall,occupied_f1,vacant_precision,vacant_recall,vacant_f1,accuracy,balanced_accuracy,false_free_rate,false_occupied_rate,occupied_count_mae,occupied_count_rmse,occupied_count_mean_signed_error
D1-LL,QV2-1,R0,B1,detector_occupied,slot,slot_05,376,376,44,332,0,332,0,44,0.4689265536723164,0.0,0.0,0.0,0.8829787234042553,1.0,0.9378531073446328,0.8829787234042553,0.5,1.0,0.0,0.11702127659574468,0.3420837274641176,-0.11702127659574468
D1-LL,QV2-1,R0,B1,detector_occupied,slot,slot_06,376,376,62,314,0,314,0,62,0.45507246376811594,0.0,0.0,0.0,0.8351063829787234,1.0,0.9101449275362319,0.8351063829787234,0.5,1.0,0.0,0.16489361702127658,0.40607095072324073,-0.16489361702127658
D1-LL,QV2-1,R0,B1,detector_occupied,slot,slot_07,376,376,17,359,17,282,77,0,0.5930907506570533,0.18085106382978725,1.0,0.3063063063063063,1.0,0.7855153203342619,0.8798751950078003,0.7952127659574468,0.892757660167131,0.0,0.21448467966573817,0.2047872340425532,0.4525342352160256,0.2047872340425532
D1-LL,QV2-1,R0,B1,detector_occupied,slot,slot_08,376,376,2,374,2,260,114,0,0.4270437897663476,0.017241379310344827,1.0,0.03389830508474576,1.0,0.6951871657754011,0.8201892744479494,0.6968085106382979,0.8475935828877006,0.0,0.3048128342245989,0.30319148936170215,0.5506282678556398,0.30319148936170215
D1-LL,QV2-1,R0,B1,detector_occupied,slot,slot_09,376,376,2,374,2,332,42,0,0.5137332183766473,0.045454545454545456,1.0,0.08695652173913045,1.0,0.8877005347593583,0.9405099150141643,0.8882978723404256,0.9438502673796791,0.0,0.11229946524064172,0.11170212765957446,0.3342186823915959,0.11170212765957446
D1-LL,QV2-1,R0,B1,detector_occupied,slot,slot_10,376,376,20,356,3,335,21,17,0.5413456599897277,0.125,0.15,0.13636363636363635,0.9517045454545454,0.9410112359550562,0.9463276836158192,0.898936170212766,0.5455056179775281,0.85,0.05898876404494382,0.10106382978723404,0.31790537866987095,0.010638297872340425
D1-LL,QV2-1,R0,B1,detector_occupied,slot,slot_11,376,376,67,309,9,295,14,58,0.545619335347432,0.391304347826087,0.13432835820895522,0.2,0.8356940509915014,0.9546925566343042,0.8912386706948641,0.8085106382978723,0.5445104574216297,0.8656716417910447,0.045307443365695796,0.19148936170212766,0.4375949744936837,-0.11702127659574468
D1-LL,QV2-1,R0,B1,detector_occupied,slot,slot_12,376,376,47,329,2,264,65,45,0.43133696309739866,0.029850746268656716,0.0425531914893617,0.03508771929824562,0.8543689320388349,0.8024316109422492,0.8275862068965517,0.7074468085106383,0.42249240121580545,0.9574468085106383,0.19756838905775076,0.2925531914893617,0.5408818646334537,0.05319148936170213
D1-LL,QV2-1,R0,B1,detector_occupied,slot,slot_13,376,376,72,304,15,250,54,57,0.5155482815057283,0.21739130434782608,0.20833333333333334,0.2127659574468085,0.8143322475570033,0.8223684210526315,0.8183306055646481,0.7047872340425532,0.5153508771929824,0.7916666666666666,0.17763157894736842,0.29521276595744683,0.5433348561959253,-0.007978723404255319
D1-LL,QV2-1,R0,B1,detector_occupied,slot,slot_14,376,376,23,353,14,349,4,9,0.8323213611882955,0.7777777777777778,0.6086956521739131,0.6829268292682927,0.9748603351955307,0.9886685552407932,0.9817158931082982,0.9654255319148937,0.7986821037073532,0.391304347826087,0.0113314447592068,0.034574468085106384,0.1859421094994525,-0.013297872340425532
D1-LL,QV2-1,R0,B1,detector_occupied,slot,slot_15,376,376,48,328,2,328,0,46,0.5072364672364672,1.0,0.041666666666666664,0.07999999999999999,0.8770053475935828,1.0,0.9344729344729344,0.8776595744680851,0.5208333333333334,0.9583333333333334,0.0,0.12234042553191489,0.3497719621866723,-0.12234042553191489
D1-LL,QV2-1,R0,B1,detector_occupied,slot,slot_16,376,376,91,285,58,284,1,33,0.8584274640088594,0.9830508474576272,0.6373626373626373,0.7733333333333333,0.8958990536277602,0.9964912280701754,0.9435215946843853,0.9095744680851063,0.8169269327164064,0.3626373626373626,0.0035087719298245615,0.09042553191489362,0.30070838351282064,-0.0851063829787234
D1-LL,QV2-1,R0,B1,detector_occupied,slot,slot_17,376,376,26,350,9,348,2,17,0.72995652995653,0.8181818181818182,0.34615384615384615,0.4864864864864865,0.9534246575342465,0.9942857142857143,0.9734265734265735,0.949468085106383,0.6702197802197802,0.6538461538461539,0.005714285714285714,0.05053191489361702,0.22479304903314296,-0.0398936170212766
D1-LL,QV2-1,R0,B1,detector_occupied,slot,slot_18,376,376,34,342,0,340,2,34,0.4748603351955307,0.0,0.0,0.0,0.9090909090909091,0.9941520467836257,0.9497206703910615,0.9042553191489362,0.49707602339181284,1.0,0.005847953216374269,0.09574468085106383,0.309426373877638,-0.0851063829787234
D1-LL,QV2-1,R0,B1,detector_occupied,slot,slot_19,376,376,53,323,0,323,0,53,0.46208869814020026,0.0,0.0,0.0,0.8590425531914894,1.0,0.9241773962804005,0.8590425531914894,0.5,1.0,0.0,0.14095744680851063,0.3754430007451339,-0.14095744680851063
D1-LL,QV2-1,R0,B1,detector_occupied,slot,slot_20,376,376,19,357,0,357,0,19,0.48703956343792637,0.0,0.0,0.0,0.949468085106383,1.0,0.9740791268758527,0.949468085106383,0.5,1.0,0.0,0.05053191489361702,0.22479304903314296,-0.05053191489361702
D1-LL,QV2-1,R1,B1 + F2,raw_state,overall,all,7896,376,798,7098,306,6667,431,492,0.6669784703736594,0.4151967435549525,0.38345864661654133,0.3986970684039087,0.931275317781813,0.9392786700479008,0.9352598723434102,0.8831053698074974,0.661368658332221,0.6165413533834586,0.06072132995209918,0.8164893617021277,1.158915487161587,-0.1622340425531915
D1-LL,QV2-1,R1,B1 + F2,raw_state,sequence,gopro1,525,25,41,484,5,478,6,36,0.5751117619855095,0.45454545454545453,0.12195121951219512,0.19230769230769232,0.9299610894941635,0.987603305785124,0.9579158316633267,0.92,0.5547772626486596,0.8780487804878049,0.012396694214876033,1.28,1.6,-1.2
D1-LL,QV2-1,R1,B1 + F2,raw_state,sequence,gopro11,525,25,70,455,35,416,39,35,0.7022167034584254,0.47297297297297297,0.5,0.4861111111111111,0.9223946784922394,0.9142857142857143,0.9183222958057397,0.8590476190476191,0.7071428571428571,0.5,0.08571428571428572,0.56,0.848528137423857,0.16
D1-LL,QV2-1,R1,B1 + F2,raw_state,sequence,gopro12,567,27,52,515,33,489,26,19,0.7753031623999367,0.559322033898305,0.6346153846153846,0.5945945945945946,0.9625984251968503,0.9495145631067962,0.9560117302052786,0.9206349206349206,0.7920649738610903,0.36538461538461536,0.05048543689320388,0.7037037037037037,0.8388704928078611,0.25925925925925924
D1-LL,QV2-1,R1,B1 + F2,raw_state,sequence,gopro19,42,2,4,38,2,36,2,2,0.7236842105263157,0.5,0.5,0.5,0.9473684210526315,0.9473684210526315,0.9473684210526315,0.9047619047619048,0.7236842105263157,0.5,0.05263157894736842,0.0,0.0,0.0
D1-LL,QV2-1,R1,B1 + F2,raw_state,sequence,gopro23,945,45,150,795,57,757,38,93,0.6928354320451585,0.6,0.38,0.46530612244897956,0.8905882352941177,0.9522012578616352,0.9203647416413374,0.8613756613756614,0.6661006289308176,0.62,0.04779874213836478,1.2222222222222223,1.679947089113887,-1.2222222222222223
D1-LL,QV2-1,R1,B1 + F2,raw_state,sequence,gopro24,630,30,101,529,34,469,60,67,0.6147345612134345,0.3617021276595745,0.33663366336633666,0.34871794871794876,0.875,0.8865784499054821,0.8807511737089202,0.7984126984126985,0.6116060566359094,0.6633663366336634,0.11342155009451796,0.23333333333333334,0.48304589153964794,-0.23333333333333334
D1-LL,QV2-1,R1,B1 + F2,raw_state,sequence,gopro25,63,3,19,44,1,37,7,18,0.4107744107744108,0.125,0.05263157894736842,0.07407407407407407,0.6727272727272727,0.8409090909090909,0.7474747474747475,0.6031746031746031,0.4467703349282297,0.9473684210526315,0.1590909090909091,3.6666666666666665,3.696845502136472,-3.6666666666666665
D1-LL,QV2-1,R1,B1 + F2,raw_state,sequence,gopro26,588,28,40,548,19,520,28,21,0.695893100281815,0.40425531914893614,0.475,0.4367816091954023,0.9611829944547134,0.948905109489051,0.9550045913682277,0.9166666666666666,0.7119525547445256,0.525,0.051094890510948905,0.5357142857142857,0.7319250547113999,0.25
D1-LL,QV2-1,R1,B1 + F2,raw_state,sequence,gopro30,42,2,2,40,1,38,2,1,0.6810126582278482,0.3333333333333333,0.5,0.4,0.9743589743589743,0.95,0.9620253164556962,0.9285714285714286,0.725,0.5,0.05,0.5,0.7071067811865476,0.5
D1-LL,QV2-1,R1,B1 + F2,raw_state,sequence,gopro33,336,16,32,304,0,288,16,32,0.46153846153846156,0.0,0.0,0.0,0.9,0.9473684210526315,0.9230769230769231,0.8571428571428571,0.47368421052631576,1.0,0.05263157894736842,1.0,1.0,-1.0
D1-LL,QV2-1,R1,B1 + F2,raw_state,sequence,gopro34,546,26,44,502,6,461,41,38,0.5264735264735265,0.1276595744680851,0.13636363636363635,0.13186813186813187,0.9238476953907816,0.9183266932270916,0.9210789210789211,0.8553113553113553,0.527345164795364,0.8636363636363636,0.08167330677290836,0.5769230769230769,0.8086075400626399,0.11538461538461539
D1-LL,QV2-1,R1,B1 + F2,raw_state,sequence,gopro36,42,2,3,39,2,33,6,1,0.6338729763387297,0.25,0.6666666666666666,0.36363636363636365,0.9705882352941176,0.8461538461538461,0.9041095890410958,0.8333333333333334,0.7564102564102564,0.3333333333333333,0.15384615384615385,2.5,2.5495097567963922,2.5
D1-LL,QV2-1,R1,B1 + F2,raw_state,sequence,gopro4,609,29,32,577,17,524,53,15,0.6362007168458781,0.24285714285714285,0.53125,0.33333333333333326,0.9721706864564007,0.9081455805892548,0.9390681003584229,0.8883415435139573,0.7196977902946273,0.46875,0.09185441941074524,1.3103448275862069,1.5085960589122316,1.3103448275862069
D1-LL,QV2-1,R1,B1 + F2,raw_state,sequence,gopro46,630,30,38,592,4,561,31,34,0.5274145710955442,0.11428571428571428,0.10526315789473684,0.10958904109589042,0.9428571428571428,0.9476351351351351,0.945240101095198,0.8968253968253969,0.5264491465149359,0.8947368421052632,0.052364864864864864,0.5,0.7071067811865476,-0.1
D1-LL,QV2-1,R1,B1 + F2,raw_state,sequence,gopro5,693,33,61,632,35,621,11,26,0.8126383784060269,0.7608695652173914,0.5737704918032787,0.6542056074766355,0.9598145285935085,0.9825949367088608,0.9710711493354183,0.9466089466089466,0.7781827142560698,0.4262295081967213,0.01740506329113924,0.8181818181818182,1.1677484162422844,-0.45454545454545453
D1-LL,QV2-1,R1,B1 + F2,raw_state,sequence,gopro8,420,20,48,372,34,365,7,14,0.8680411137210311,0.8292682926829268,0.7083333333333334,0.7640449438202247,0.9630606860158312,0.9811827956989247,0.9720372836218376,0.95,0.844758064516129,0.2916666666666667,0.01881720430107527,0.75,0.9219544457292888,-0.35
D1-LL,QV2-1,R1,B1 + F2,raw_state,sequence,gopro9,693,33,61,632,21,574,58,40,0.6106741573033707,0.26582278481012656,0.3442622950819672,0.29999999999999993,0.9348534201954397,0.9082278481012658,0.9213483146067415,0.8585858585858586,0.6262450715916165,0.6557377049180327,0.09177215189873418,0.6666666666666666,0.8528028654224418,0.5454545454545454
D1-LL,QV2-1,R1,B1 + F2,raw_state,slot,slot_00,376,376,4,372,4,372,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
D1-LL,QV2-1,R1,B1 + F2,raw_state,slot,slot_01,376,376,13,363,13,356,7,0,0.8890715218948877,0.65,1.0,0.787878787878788,1.0,0.9807162534435262,0.9902642559109874,0.9813829787234043,0.9903581267217632,0.0,0.01928374655647383,0.018617021276595744,0.13644420572745383,0.018617021276595744
D1-LL,QV2-1,R1,B1 + F2,raw_state,slot,slot_02,376,376,54,322,54,322,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
D1-LL,QV2-1,R1,B1 + F2,raw_state,slot,slot_03,376,376,52,324,17,320,4,35,0.7041580083523311,0.8095238095238095,0.3269230769230769,0.4657534246575343,0.9014084507042254,0.9876543209876543,0.942562592047128,0.8962765957446809,0.6572886989553656,0.6730769230769231,0.012345679012345678,0.10372340425531915,0.3220611809195873,-0.08244680851063829
D1-LL,QV2-1,R1,B1 + F2,raw_state,slot,slot_04,376,376,48,328,8,312,16,40,0.5699346405228758,0.3333333333333333,0.16666666666666666,0.2222222222222222,0.8863636363636364,0.9512195121951219,0.9176470588235294,0.851063829787234,0.5589430894308943,0.8333333333333334,0.04878048780487805,0.14893617021276595,0.38592249249397986,-0.06382978723404255
D1-LL,QV2-1,R1,B1 + F2,raw_state,slot,slot_05,376,376,44,332,41,332,0,3,0.9801040656142517,1.0,0.9318181818181818,0.9647058823529412,0.991044776119403,1.0,0.9955022488755623,0.9920212765957447,0.9659090909090908,0.06818181818181818,0.0,0.007978723404255319,0.08932370012631205,-0.007978723404255319
D1-LL,QV2-1,R1,B1 + F2,raw_state,slot,slot_06,376,376,62,314,0,314,0,62,0.45507246376811594,0.0,0.0,0.0,0.8351063829787234,1.0,0.9101449275362319,0.8351063829787234,0.5,1.0,0.0,0.16489361702127658,0.40607095072324073,-0.16489361702127658
D1-LL,QV2-1,R1,B1 + F2,raw_state,slot,slot_07,376,376,17,359,17,282,77,0,0.5930907506570533,0.18085106382978725,1.0,0.3063063063063063,1.0,0.7855153203342619,0.8798751950078003,0.7952127659574468,0.892757660167131,0.0,0.21448467966573817,0.2047872340425532,0.4525342352160256,0.2047872340425532
D1-LL,QV2-1,R1,B1 + F2,raw_state,slot,slot_08,376,376,2,374,2,260,114,0,0.4270437897663476,0.017241379310344827,1.0,0.03389830508474576,1.0,0.6951871657754011,0.8201892744479494,0.6968085106382979,0.8475935828877006,0.0,0.3048128342245989,0.30319148936170215,0.5506282678556398,0.30319148936170215
D1-LL,QV2-1,R1,B1 + F2,raw_state,slot,slot_09,376,376,2,374,2,332,42,0,0.5137332183766473,0.045454545454545456,1.0,0.08695652173913045,1.0,0.8877005347593583,0.9405099150141643,0.8882978723404256,0.9438502673796791,0.0,0.11229946524064172,0.11170212765957446,0.3342186823915959,0.11170212765957446
D1-LL,QV2-1,R1,B1 + F2,raw_state,slot,slot_10,376,376,20,356,16,333,23,4,0.7517059211974465,0.41025641025641024,0.8,0.5423728813559321,0.9881305637982196,0.9353932584269663,0.9610389610389609,0.9281914893617021,0.8676966292134831,0.2,0.06460674157303371,0.07180851063829788,0.2679711003789362,0.05053191489361702
D1-LL,QV2-1,R1,B1 + F2,raw_state,slot,slot_11,376,376,67,309,9,295,14,58,0.545619335347432,0.391304347826087,0.13432835820895522,0.2,0.8356940509915014,0.9546925566343042,0.8912386706948641,0.8085106382978723,0.5445104574216297,0.8656716417910447,0.045307443365695796,0.19148936170212766,0.4375949744936837,-0.11702127659574468
D1-LL,QV2-1,R1,B1 + F2,raw_state,slot,slot_12,376,376,47,329,3,264,65,44,0.440529656678725,0.04411764705882353,0.06382978723404255,0.052173913043478265,0.8571428571428571,0.8024316109422492,0.8288854003139717,0.7101063829787234,0.4331306990881459,0.9361702127659575,0.19756838905775076,0.2898936170212766,0.5384176975372156,0.05585106382978723
D1-LL,QV2-1,R1,B1 + F2,raw_state,slot,slot_13,376,376,72,304,15,248,56,57,0.5121200638442018,0.2112676056338028,0.20833333333333334,0.20979020979020982,0.8131147540983606,0.8157894736842105,0.8144499178981938,0.699468085106383,0.5120614035087719,0.7916666666666666,0.18421052631578946,0.300531914893617,0.5482079121041733,-0.0026595744680851063
D1-LL,QV2-1,R1,B1 + F2,raw_state,slot,slot_14,376,376,23,353,23,349,4,0,0.9571509971509972,0.8518518518518519,1.0,0.92,1.0,0.9886685552407932,0.9943019943019943,0.9893617021276596,0.9943342776203966,0.0,0.0113314447592068,0.010638297872340425,0.10314212462587934,0.010638297872340425
D1-LL,QV2-1,R1,B1 + F2,raw_state,slot,slot_15,376,376,48,328,9,328,0,39,0.6298371828852707,1.0,0.1875,0.3157894736842105,0.8937329700272479,1.0,0.943884892086331,0.8962765957446809,0.59375,0.8125,0.0,0.10372340425531915,0.3220611809195873,-0.10372340425531915
D1-LL,QV2-1,R1,B1 + F2,raw_state,slot,slot_16,376,376,91,285,61,284,1,30,0.8728163496895698,0.9838709677419355,0.6703296703296703,0.7973856209150327,0.9044585987261147,0.9964912280701754,0.9482470784641069,0.9175531914893617,0.8334104491999228,0.32967032967032966,0.0035087719298245615,0.08244680851063829,0.2871355228992719,-0.07712765957446809
D1-LL,QV2-1,R1,B1 + F2,raw_state,slot,slot_17,376,376,26,350,11,348,2,15,0.7701298234257561,0.8461538461538461,0.4230769230769231,0.5641025641025641,0.9586776859504132,0.9942857142857143,0.9761570827489482,0.9547872340425532,0.7086813186813187,0.5769230769230769,0.005714285714285714,0.04521276595744681,0.21263293714156048,-0.034574468085106384
D1-LL,QV2-1,R1,B1 + F2,raw_state,slot,slot_18,376,376,34,342,1,340,2,33,0.5025515025515026,0.3333333333333333,0.029411764705882353,0.05405405405405406,0.9115281501340483,0.9941520467836257,0.951048951048951,0.9069148936170213,0.511781905744754,0.9705882352941176,0.005847953216374269,0.09308510638297872,0.3050985191425529,-0.08244680851063829
D1-LL,QV2-1,R1,B1 + F2,raw_state,slot,slot_19,376,376,53,323,0,319,4,53,0.4589928057553957,0.0,0.0,0.0,0.8575268817204301,0.9876160990712074,0.9179856115107914,0.848404255319149,0.4938080495356037,1.0,0.01238390092879257,0.15159574468085107,0.38935298211372554,-0.13031914893617022
D1-LL,QV2-1,R1,B1 + F2,raw_state,slot,slot_20,376,376,19,357,0,357,0,19,0.48703956343792637,0.0,0.0,0.0,0.949468085106383,1.0,0.9740791268758527,0.949468085106383,0.5,1.0,0.0,0.05053191489361702,0.22479304903314296,-0.05053191489361702
D1-LL,QV2-1,R2,B1 + F2 + E4,state,overall,all,7896,376,798,7098,365,6109,989,433,0.6174835657207645,0.2695716395864106,0.4573934837092732,0.3392193308550186,0.933812289819627,0.8606649760495915,0.8957478005865103,0.8199088145896657,0.6590292298794324,0.5426065162907269,0.13933502395040856,1.9095744680851063,2.337256074427192,1.4787234042553192
D1-LL,QV2-1,R2,B1 + F2 + E4,state,sequence,gopro1,525,25,41,484,7,456,28,34,0.5602777477574841,0.2,0.17073170731707318,0.1842105263157895,0.9306122448979591,0.9421487603305785,0.9363449691991785,0.8819047619047619,0.5564402338238258,0.8292682926829268,0.05785123966942149,0.88,1.131370849898476,-0.24
D1-LL,QV2-1,R2,B1 + F2 + E4,state,sequence,gopro11,525,25,70,455,46,342,113,24,0.6174385268790324,0.2893081761006289,0.6571428571428571,0.4017467248908297,0.9344262295081968,0.7516483516483516,0.8331303288672351,0.7390476190476191,0.7043956043956043,0.34285714285714286,0.24835164835164836,3.8,3.944616584663204,3.56
D1-LL,QV2-1,R2,B1 + F2 + E4,state,sequence,gopro12,567,27,52,515,33,438,77,19,0.654320987654321,0.3,0.6346153846153846,0.4074074074074074,0.9584245076586433,0.8504854368932039,0.9012345679012346,0.8306878306878307,0.7425504107542942,0.36538461538461536,0.14951456310679612,2.2222222222222223,2.567604446286965,2.1481481481481484
D1-LL,QV2-1,R2,B1 + F2 + E4,state,sequence,gopro19,42,2,4,38,2,35,3,2,0.6888888888888889,0.4,0.5,0.4444444444444445,0.9459459459459459,0.9210526315789473,0.9333333333333332,0.8809523809523809,0.7105263157894737,0.5,0.07894736842105263,0.5,0.7071067811865476,0.5
D1-LL,QV2-1,R2,B1 + F2 + E4,state,sequence,gopro23,945,45,150,795,72,709,86,78,0.6819331111366509,0.45569620253164556,0.48,0.4675324675324675,0.9008894536213469,0.8918238993710692,0.8963337547408343,0.8264550264550264,0.6859119496855346,0.52,0.10817610062893082,1.2,1.5202339001321838,0.17777777777777778
D1-LL,QV2-1,R2,B1 + F2 + E4,state,sequence,gopro24,630,30,101,529,63,429,100,38,0.6693592552026286,0.38650306748466257,0.6237623762376238,0.4772727272727272,0.9186295503211992,0.8109640831758034,0.8614457831325301,0.780952380952381,0.7173632297067136,0.37623762376237624,0.1890359168241966,2.066666666666667,2.206052281036573,2.066666666666667
D1-LL,QV2-1,R2,B1 + F2 + E4,state,sequence,gopro25,63,3,19,44,1,31,13,18,0.36363636363636365,0.07142857142857142,0.05263157894736842,0.06060606060606061,0.6326530612244898,0.7045454545454546,0.6666666666666666,0.5079365079365079,0.3785885167464115,0.9473684210526315,0.29545454545454547,1.6666666666666667,1.9148542155126762,-1.6666666666666667
D1-LL,QV2-1,R2,B1 + F2 + E4,state,sequence,gopro26,588,28,40,548,19,507,41,21,0.6611895910780669,0.31666666666666665,0.475,0.37999999999999995,0.9602272727272727,0.9251824817518248,0.9423791821561338,0.8945578231292517,0.7000912408759123,0.525,0.07481751824817519,0.7857142857142857,1.1019463300386794,0.7142857142857143
D1-LL,QV2-1,R2,B1 + F2 + E4,state,sequence,gopro30,42,2,2,40,0,38,2,2,0.47500000000000003,0.0,0.0,0.0,0.95,0.95,0.9500000000000001,0.9047619047619048,0.475,1.0,0.05,1.0,1.0,0.0
D1-LL,QV2-1,R2,B1 + F2 + E4,state,sequence,gopro33,336,16,32,304,0,288,16,32,0.46153846153846156,0.0,0.0,0.0,0.9,0.9473684210526315,0.9230769230769231,0.8571428571428571,0.47368421052631576,1.0,0.05263157894736842,1.0,1.0,-1.0
D1-LL,QV2-1,R2,B1 + F2 + E4,state,sequence,gopro34,546,26,44,502,13,408,94,31,0.5196740117248805,0.12149532710280374,0.29545454545454547,0.17218543046357615,0.929384965831435,0.8127490039840638,0.8671625929861848,0.7710622710622711,0.5541017747193047,0.7045454545454546,0.18725099601593626,2.423076923076923,2.667467828369185,2.423076923076923
D1-LL,QV2-1,R2,B1 + F2 + E4,state,sequence,gopro36,42,2,3,39,2,32,7,1,0.611111111111111,0.2222222222222222,0.6666666666666666,0.3333333333333333,0.9696969696969697,0.8205128205128205,0.8888888888888888,0.8095238095238095,0.7435897435897436,0.3333333333333333,0.1794871794871795,3.0,3.605551275463989,3.0
D1-LL,QV2-1,R2,B1 + F2 + E4,state,sequence,gopro4,609,29,32,577,16,486,91,16,0.5655249664957561,0.14953271028037382,0.5,0.23021582733812948,0.9681274900398407,0.8422876949740035,0.9008341056533827,0.8243021346469622,0.6711438474870017,0.5,0.15771230502599654,2.6551724137931036,2.894703844062046,2.586206896551724
D1-LL,QV2-1,R2,B1 + F2 + E4,state,sequence,gopro46,630,30,38,592,4,489,103,34,0.4661512293180764,0.037383177570093455,0.10526315789473684,0.05517241379310345,0.9349904397705545,0.8260135135135135,0.8771300448430494,0.7825396825396825,0.46563833570412516,0.8947368421052632,0.17398648648648649,2.3,2.6645825188948455,2.3
D1-LL,QV2-1,R2,B1 + F2 + E4,state,sequence,gopro5,693,33,61,632,34,583,49,27,0.7055152979066023,0.40963855421686746,0.5573770491803278,0.4722222222222222,0.9557377049180328,0.9224683544303798,0.9388083735909823,0.8903318903318903,0.7399227018053538,0.4426229508196721,0.07753164556962025,1.5757575757575757,1.775250729197189,0.6666666666666666
D1-LL,QV2-1,R2,B1 + F2 + E4,state,sequence,gopro8,420,20,48,372,33,343,29,15,0.7698630136986302,0.532258064516129,0.6875,0.6,0.9581005586592178,0.9220430107526881,0.9397260273972603,0.8952380952380953,0.804771505376344,0.3125,0.07795698924731183,0.7,1.0488088481701516,0.7
D1-LL,QV2-1,R2,B1 + F2 + E4,state,sequence,gopro9,693,33,61,632,20,495,137,41,0.5155444891290687,0.12738853503184713,0.32786885245901637,0.18348623853211007,0.9235074626865671,0.7832278481012658,0.8476027397260274,0.7431457431457431,0.555548350280141,0.6721311475409836,0.21677215189873417,2.9696969696969697,3.2473765635439547,2.909090909090909
D1-LL,QV2-1,R2,B1 + F2 + E4,state,slot,slot_00,376,376,4,372,4,360,12,0,0.6918032786885246,0.25,1.0,0.4,1.0,0.967741935483871,0.9836065573770492,0.9680851063829787,0.9838709677419355,0.0,0.03225806451612903,0.031914893617021274,0.1786474002526241,0.031914893617021274
D1-LL,QV2-1,R2,B1 + F2 + E4,state,slot,slot_01,376,376,13,363,13,329,34,0,0.6921001926782273,0.2765957446808511,1.0,0.43333333333333335,1.0,0.90633608815427,0.9508670520231214,0.9095744680851063,0.9531680440771351,0.0,0.09366391184573003,0.09042553191489362,0.30070838351282064,0.09042553191489362
D1-LL,QV2-1,R2,B1 + F2 + E4,state,slot,slot_02,376,376,54,322,53,302,20,1,0.9005228346456693,0.726027397260274,0.9814814814814815,0.8346456692913385,0.9966996699669967,0.937888198757764,0.9664,0.9441489361702128,0.9596848401196227,0.018518518518518517,0.062111801242236024,0.05585106382978723,0.23632829671833044,0.05053191489361702
D1-LL,QV2-1,R2,B1 + F2 + E4,state,slot,slot_03,376,376,52,324,25,310,14,27,0.743711658991538,0.6410256410256411,0.4807692307692308,0.5494505494505495,0.9198813056379822,0.9567901234567902,0.9379727685325265,0.8909574468085106,0.7187796771130105,0.5192307692307693,0.043209876543209874,0.10904255319148937,0.3302159190461438,-0.034574468085106384
D1-LL,QV2-1,R2,B1 + F2 + E4,state,slot,slot_04,376,376,48,328,15,308,20,33,0.6411115313271021,0.42857142857142855,0.3125,0.3614457831325301,0.9032258064516129,0.9390243902439024,0.920777279521674,0.8590425531914894,0.6257621951219512,0.6875,0.06097560975609756,0.14095744680851063,0.3754430007451339,-0.034574468085106384
D1-LL,QV2-1,R2,B1 + F2 + E4,state,slot,slot_05,376,376,44,332,38,321,11,6,0.8957038197333855,0.7755102040816326,0.8636363636363636,0.8172043010752688,0.981651376146789,0.9668674698795181,0.9742033383915022,0.9547872340425532,0.9152519167579409,0.13636363636363635,0.03313253012048193,0.04521276595744681,0.21263293714156048,0.013297872340425532
D1-LL,QV2-1,R2,B1 + F2 + E4,state,slot,slot_06,376,376,62,314,0,314,0,62,0.45507246376811594,0.0,0.0,0.0,0.8351063829787234,1.0,0.9101449275362319,0.8351063829787234,0.5,1.0,0.0,0.16489361702127658,0.40607095072324073,-0.16489361702127658
D1-LL,QV2-1,R2,B1 + F2 + E4,state,slot,slot_07,376,376,17,359,17,218,141,0,0.4749591483040356,0.10759493670886076,1.0,0.1942857142857143,1.0,0.6072423398328691,0.755632582322357,0.625,0.8036211699164346,0.0,0.39275766016713093,0.375,0.6123724356957945,0.375
D1-LL,QV2-1,R2,B1 + F2 + E4,state,slot,slot_08,376,376,2,374,2,145,229,0,0.2879671206595715,0.008658008658008658,1.0,0.017167381974248927,1.0,0.3877005347593583,0.558766859344894,0.39095744680851063,0.6938502673796791,0.0,0.6122994652406417,0.6090425531914894,0.7804117843750755,0.6090425531914894
D1-LL,QV2-1,R2,B1 + F2 + E4,state,slot,slot_09,376,376,2,374,2,267,107,0,0.4345546794844766,0.01834862385321101,1.0,0.03603603603603604,1.0,0.713903743315508,0.8330733229329172,0.7154255319148937,0.856951871657754,0.0,0.28609625668449196,0.2845744680851064,0.5334552165694009,0.2845744680851064
D1-LL,QV2-1,R2,B1 + F2 + E4,state,slot,slot_10,376,376,20,356,19,296,60,1,0.645211688090708,0.24050632911392406,0.95,0.38383838383838387,0.9966329966329966,0.8314606741573034,0.9065849923430321,0.8377659574468085,0.8907303370786517,0.05,0.16853932584269662,0.1622340425531915,0.40278287271579893,0.15691489361702127
D1-LL,QV2-1,R2,B1 + F2 + E4,state,slot,slot_11,376,376,67,309,31,278,31,36,0.6865380068933766,0.5,0.4626865671641791,0.4806201550387597,0.8853503184713376,0.8996763754045307,0.8924558587479936,0.8218085106382979,0.6811814712843549,0.5373134328358209,0.10032362459546926,0.17819148936170212,0.42212733785162754,-0.013297872340425532
